prompt,category,max_new_tokens,mode,k,speed_ratio_case,draft_time_scale,verify_time_scale,baseline_time_sec,baseline_tps,baseline_energy_proxy_units,baseline_energy_per_token_proxy,spec_time_sec,spec_tps,acceptance_rate,avg_round_acceptance,rollback_count,baseline_fallback_steps,wasted_draft_tokens,draft_time_sec,verify_time_sec,commit_time_sec,rollback_penalty_sec,pipeline_utilization,accepted_tokens_per_round,draft_time_per_accepted_token,verify_time_per_accepted_token,wasted_draft_per_accepted_token,stall_rounds,backpressure_events,verify_bottleneck_ratio,energy_proxy_units,energy_per_token_proxy,energy_per_accepted_token_proxy,peak_speculative_tokens,peak_estimated_kv_overhead_units,speedup,output_match
Speculative decoding is useful because,explanatory,64,hybrid_only,4,slow_draft,1.3,1.0,1.4533243330000047,44.036969963813156,0.0,0.0,2.327654792000004,27.495486109007132,0.4375,0.4375,3,54,9,0.31618648750002765,2.0813245030001326,0.001440127000165603,5.708400001935843e-05,0.999977073839191,0.1206896551724138,0.045169498214289665,0.2973320718571618,1.2857142857142858,3,54,0.8675977129408307,3.0225471846002874,0.04722729975937949,0.4317924549428982,4,73728.0,0.6243727970294326,True
Speculative decoding is useful because,explanatory,64,category_only,4,slow_draft,1.3,1.0,1.4533243330000047,44.036969963813156,0.0,0.0,1.974587208999992,32.41183762778049,0.5212765957446809,0.53125,15,0,45,1.7948955895000838,0.5926095829999838,0.0003878349999695274,0.00021866699998440708,0.9999137213341227,2.0416666666666665,0.03663052223469559,0.012094073122448649,0.9183673469387755,15,0,0.24817258609941073,2.5656837151000333,0.04008880804843802,0.05236089214489864,4,73728.0,0.7360142547140396,True
Speculative decoding is useful because,explanatory,64,hybrid_category,4,slow_draft,1.3,1.0,1.4533243330000047,44.036969963813156,0.0,0.0,1.538299582999997,41.60437973673957,0.4117647058823529,0.4375,3,54,10,0.23068592170010904,1.3588837459999468,0.0009542459999067887,3.012500002341767e-05,0.9999816365768419,0.1206896551724138,0.03295513167144415,0.19412624942856382,1.4285714285714286,3,54,0.8543623483402008,1.9976496274000284,0.031213275428125443,0.28537851820000404,5,92160.0,0.9447602723558741,True
Speculative decoding is useful because,explanatory,64,fixed,6,slow_draft,1.3,1.0,1.4533243330000047,44.036969963813156,0.0,0.0,2.144402624999998,29.845141604413055,0.4537037037037037,0.46929824561403516,15,0,59,2.1553223211001096,0.4854893779999543,0.00034187500000371074,0.00012883200005830986,0.9999533218188108,2.5789473684210527,0.043986169818369586,0.009907946489794985,1.2040816326530612,15,0,0.18381717093652053,2.786736977700116,0.04354276527656431,0.05687218321836971,6,110592.0,0.6777292268050671,True
Speculative decoding is useful because,explanatory,64,adaptive_only,6,slow_draft,1.3,1.0,1.4533243330000047,44.036969963813156,0.0,0.0,1.9873923749999847,32.20300168455688,0.5212765957446809,0.5766666666666667,15,0,45,1.777971759199994,0.618489375000081,0.00039579099998832135,0.0001722490000304333,0.9999337025657901,1.96,0.03628513794285702,0.012622232142858797,0.9183673469387755,15,0,0.2580418415873765,2.5823557370001287,0.04034930839062701,0.052701137489798544,6,110592.0,0.731271967871979,True
Speculative decoding is useful because,explanatory,64,hybrid_only,6,slow_draft,1.3,1.0,1.4533243330000047,44.036969963813156,0.0,0.0,1.588484292000004,40.28997977652009,0.3888888888888889,0.3888888888888889,3,54,11,0.24616236840002442,1.397130159999989,0.0009805819999826326,1.9083999973190657e-05,0.9999883937903262,0.12280701754385964,0.03516605262857492,0.19959002285714128,1.5714285714285714,3,54,0.8496947077484679,2.0628448015999736,0.03223195002499959,0.29469211451428196,6,110592.0,0.9149126247702304,True
Speculative decoding is useful because,explanatory,64,category_only,6,slow_draft,1.3,1.0,1.4533243330000047,44.036969963813156,0.0,0.0,2.1269101670000055,30.090598556060144,0.5212765957446809,0.53125,15,0,45,1.919564240100019,0.6489048739999816,0.0004895400000179961,0.0002340020000133336,0.9999136557353598,2.0416666666666665,0.03917478041020447,0.013242956612244523,0.9183673469387755,15,0,0.25259451839146546,2.763593794500017,0.04318115303906277,0.05639987335714321,4,73728.0,0.6833031105633908,True
Speculative decoding is useful because,explanatory,64,hybrid_category,6,slow_draft,1.3,1.0,1.4533243330000047,44.036969963813156,0.0,0.0,1.7693964579999886,36.17052566745921,0.4117647058823529,0.4375,3,54,10,0.3168399533000127,1.5233086649999734,0.0011175410001555974,3.845800000590316e-05,0.9999803584672088,0.1206896551724138,0.04526285047143038,0.21761552357142477,1.4285714285714286,3,54,0.8273158431255682,2.297630538000047,0.035900477156250735,0.3282329340000067,5,92160.0,0.8213672670299954,True
The role of verification in speculative decoding is,explanatory,32,fixed,2,fast_draft,0.7,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.8822298329999967,36.27172739237908,0.45,0.45,14,0,22,0.3370329094999988,0.399831580999944,0.0002457949999552511,0.00018258399995829677,0.9997646754165023,0.9,0.018724050527777713,0.022212865611108,1.2222222222222223,17,20,0.542431151572907,0.8571131251998622,0.026784785162495692,0.047617395844436784,2,36864.0,0.7287842033335656,True
The role of verification in speculative decoding is,explanatory,32,adaptive_only,2,fast_draft,0.7,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,1.012424750000008,31.607287356418087,0.42857142857142855,0.45614035087719307,14,0,24,0.4050687354000046,0.43270512499998404,0.00030037900003776485,0.00020012499993526944,0.999769317104858,0.9473684210526315,0.02250381863333359,0.024039173611110225,1.3333333333333333,16,14,0.5163088240365862,0.9679256869999276,0.03024767771874774,0.053773649277773755,3,55296.0,0.6350646465329913,True
The role of verification in speculative decoding is,explanatory,32,hybrid_only,2,fast_draft,0.7,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.7550560420000068,42.38096011421588,0.375,0.375,4,25,5,0.057925699300008654,0.6709998730001416,0.0006159980000859377,3.862500003037894e-05,0.9999470585957799,0.10344827586206896,0.019308566433336217,0.22366662433338055,1.6666666666666667,4,28,0.9197555016967679,0.9305144209002606,0.029078575653133144,0.3101714736334202,2,36864.0,0.851533038921105,True
The role of verification in speculative decoding is,explanatory,32,category_only,2,fast_draft,0.7,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,1.2279800829999772,26.059054575073752,0.28125,0.28125,14,0,46,0.6098850338000119,0.35577612399990244,0.0002793730000121286,0.00017199899991737766,0.999825071594312,1.125,0.03388250187777844,0.019765340222216803,2.5555555555555554,14,0,0.36832093970140456,1.0726949430997992,0.033521716971868724,0.0595941635055444,4,73728.0,0.5235876175037435,True
The role of verification in speculative decoding is,explanatory,32,hybrid_category,2,fast_draft,0.7,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.6924433339999894,46.21316782002626,0.25,0.25,1,30,3,0.029090512499996633,0.6497605009999745,0.0005495440001084262,5.833000017219092e-06,0.9999914145640978,0.03225806451612903,0.029090512499996633,0.6497605009999745,3.0,1,30,0.9563732231701891,0.8740053977000258,0.027312668678125807,0.8740053977000258,4,73728.0,0.9285310933472242,True
The role of verification in speculative decoding is,explanatory,32,fixed,3,fast_draft,0.7,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.9991336249999847,32.02774804020883,0.3673469387755102,0.39215686274509803,14,0,31,0.43887331180001177,0.37130866600003287,0.0002815420000672475,0.00014416700008723637,0.9998264146730563,1.0588235294117647,0.02438185065555621,0.020628259222224048,1.7222222222222223,15,1,0.4581435893519431,0.9218457781001774,0.028807680565630545,0.05121365433889875,3,55296.0,0.6435126893062147,True
The role of verification in speculative decoding is,explanatory,32,adaptive_only,3,fast_draft,0.7,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.9690956670000048,33.02047577930182,0.4186046511627907,0.4473684210526316,14,0,25,0.39203625509998974,0.4081405830001472,0.00025037499995050894,0.00018421000001467291,0.9997792279229781,0.9473684210526315,0.02177979194999943,0.022674476833341513,1.3888888888888888,16,14,0.5099034319677888,0.9229217940001775,0.028841306062505546,0.05127343300000986,3,55296.0,0.6634589214400068,True
The role of verification in speculative decoding is,explanatory,32,hybrid_only,3,fast_draft,0.7,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.682626957999986,46.87772673636581,0.3333333333333333,0.3333333333333333,1,30,2,0.022149020599997016,0.6499090820000504,0.000531373999990592,6.041999995431979e-06,0.9999910168893067,0.03225806451612903,0.022149020599997016,0.6499090820000504,2.0,1,30,0.9662789927748532,0.8672500230000538,0.027101563218751682,0.8672500230000538,3,55296.0,0.9418836429838454,True
The role of verification in speculative decoding is,explanatory,32,category_only,3,fast_draft,0.7,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,1.138616208000002,28.10428990485611,0.28125,0.28125,14,0,46,0.5609270918999727,0.33654329199998756,0.00020712400004185838,0.00015516899995304811,0.9998298653912826,1.125,0.031162616216665148,0.018696849555554864,2.5555555555555554,14,0,0.37490444958043573,0.9986869069999216,0.03120896584374755,0.055482605944440086,4,73728.0,0.564681199409034,True
The role of verification in speculative decoding is,explanatory,32,hybrid_category,3,fast_draft,0.7,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.6421240419999776,49.83460812389441,0.25,0.25,1,30,3,0.02711397499998327,0.6023576220001132,0.000513289000025452,5.499999986113835e-06,0.9999912697080648,0.03225806451612903,0.02711397499998327,0.6023576220001132,3.0,1,30,0.9561461479252006,0.8103902492001254,0.025324695287503918,0.8103902492001254,4,73728.0,1.00129433558887,True
The role of verification in speculative decoding is,explanatory,32,fixed,4,fast_draft,0.7,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,1.077962499999984,29.685633776685624,0.28125,0.28125,14,0,46,0.5319781837999641,0.3172715840000535,0.0001992890000508396,0.00014799899994955013,0.9998286441637493,1.125,0.02955434354444245,0.017626199111114085,2.5555555555555554,14,0,0.3735027797843897,0.9446737574999985,0.029521054921874953,0.05248187541666658,4,73728.0,0.5964541122720102,True
The role of verification in speculative decoding is,explanatory,32,adaptive_only,4,fast_draft,0.7,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.9420997499999828,33.966679218416715,0.4,0.4342105263157895,14,0,27,0.3886292955999494,0.38598716699999613,0.0002540850000229966,0.00017929100002334053,0.9997774317174337,0.9473684210526315,0.021590516422219413,0.021443731499999785,1.5,15,13,0.49813116293492715,0.8907114667999793,0.027834733337499352,0.049483970377776625,4,73728.0,0.6824703711045661,True
The role of verification in speculative decoding is,explanatory,32,hybrid_only,4,fast_draft,0.7,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.6294648749999965,50.83683184069672,0.25,0.25,1,30,3,0.02624057940000739,0.590958876000002,0.0005009559999393787,5.7499999854826456e-06,0.9999906913669561,0.03225806451612903,0.02624057940000739,0.590958876000002,3.0,1,30,0.9567079203665414,0.7946938255999697,0.024834182049999053,0.7946938255999697,4,73728.0,1.0214313642203003,True
The role of verification in speculative decoding is,explanatory,32,category_only,4,fast_draft,0.7,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,1.0985892090000107,29.128267179256163,0.28125,0.28125,14,0,46,0.5372371087999369,0.33033412400004636,0.00020441099999857215,0.0001657080000256883,0.9998122482398356,1.125,0.02984650604444094,0.018351895777780354,2.5555555555555554,14,0,0.38066766031081045,0.9669355132000249,0.03021673478750078,0.053718639622223605,4,73728.0,0.5852553081103503,True
The role of verification in speculative decoding is,explanatory,32,hybrid_category,4,fast_draft,0.7,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.6341186660000062,50.46374080399596,0.25,0.25,1,30,3,0.026587866899996013,0.5951252060000058,0.00048824899997157445,5.958000002692643e-06,0.9999904244129004,0.03225806451612903,0.026587866899996013,0.5951252060000058,3.0,1,30,0.9564833520165352,0.8004524880999953,0.02501414025312485,0.8004524880999953,4,73728.0,1.013935088925455,True
The role of verification in speculative decoding is,explanatory,32,fixed,6,fast_draft,0.7,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,1.3504758330000186,23.695351829372246,0.20454545454545456,0.22222222222222224,14,0,70,0.7292090161999311,0.3080495410000026,0.00019037500007357266,0.0001427499999806514,0.9998639077275975,1.2,0.040511612011107284,0.017113863388889032,3.888888888888889,14,0,0.29692983571418285,1.1299065944999427,0.03530958107812321,0.06277258858333015,6,110592.0,0.4760952771525815,True
The role of verification in speculative decoding is,explanatory,32,adaptive_only,6,fast_draft,0.7,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.9714738330000046,32.93964172064308,0.34615384615384615,0.40964912280701754,14,0,34,0.41735607200002395,0.3744247070000597,0.0002266249999536285,0.00016454199996474017,0.9998008092241996,0.9473684210526315,0.023186448444445774,0.02080137261111443,1.8888888888888888,15,11,0.47275404890033335,0.9043798373000442,0.028261869915626382,0.0502433242944469,6,110592.0,0.6618347753274011,True
The role of verification in speculative decoding is,explanatory,32,hybrid_only,6,fast_draft,0.7,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.6457082090000199,49.557988506227915,0.16666666666666666,0.16666666666666666,1,30,5,0.03979447499999935,0.5878627070000277,0.00047653699996885734,5.9170000099584286e-06,0.9999905801199752,0.03225806451612903,0.03979447499999935,0.5878627070000277,5.0,1,30,0.9358878360103313,0.8042131176000339,0.02513165992500106,0.8042131176000339,6,110592.0,0.9957363977077569,True
The role of verification in speculative decoding is,explanatory,32,category_only,6,fast_draft,0.7,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,1.0873220000000003,29.430104421689244,0.28125,0.28125,14,0,46,0.5337619007000142,0.3240414579998969,0.00021562300000255163,0.00015729200003988808,0.9998199653063528,1.125,0.029653438927778566,0.018002303222216496,2.5555555555555554,14,0,0.37766234187255804,0.9552750664999251,0.02985234582812266,0.05307083702777362,4,73728.0,0.5913199273076486,True
The role of verification in speculative decoding is,explanatory,32,hybrid_category,6,fast_draft,0.7,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.6444032499999821,49.658346695180214,0.25,0.25,1,30,3,0.028774608099990925,0.6022092509998913,0.0005225390001726282,6.334000005381313e-06,0.9999899701151166,0.03225806451612903,0.028774608099990925,0.6022092509998913,3.0,1,30,0.9536075213357985,0.8118626173999246,0.025370706793747644,0.8118626173999246,4,73728.0,0.997752829458922,True
The role of verification in speculative decoding is,explanatory,32,fixed,2,balanced,1.0,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.9364652080000155,34.17105059176899,0.45,0.45,14,0,22,0.5152620010000533,0.4201584980000064,0.00028333399998814457,0.00021142100010251852,0.9997846523753616,0.9,0.02862566672222518,0.023342138777778132,1.2222222222222223,14,0,0.44902936504267255,1.0618139451001696,0.0331816857843803,0.05898966361667609,2,36864.0,0.6865766720507961,True
The role of verification in speculative decoding is,explanatory,32,adaptive_only,2,balanced,1.0,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.893798333999996,35.80225961799582,0.42857142857142855,0.45614035087719307,14,0,24,0.512500336999949,0.38038966600001345,0.00026137600002584804,0.0001676239998857909,0.9998190757330154,0.9473684210526315,0.02847224094444161,0.02113275922222297,1.3333333333333333,14,0,0.4258960742197079,1.007295839599851,0.031477994987495345,0.0559608799777695,3,55296.0,0.7193514929957456,True
The role of verification in speculative decoding is,explanatory,32,hybrid_only,2,balanced,1.0,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.6687122499999987,47.853168533999586,0.375,0.375,4,25,5,0.08435308200003533,0.5832231690000071,0.0005030449999594566,3.995899999154062e-05,0.9999401918150203,0.10344827586206896,0.028117694000011777,0.1944077230000024,1.6666666666666667,4,26,0.8729849472838708,0.842788374600019,0.026337136706250593,0.2809294582000063,2,36864.0,0.9614825599501258,True
The role of verification in speculative decoding is,explanatory,32,category_only,2,balanced,1.0,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,1.106384917000014,28.923026252715623,0.28125,0.28125,14,0,46,0.7761815789999105,0.32934683200002723,0.00023679099996343211,0.0001650410000308966,0.999853177546697,1.125,0.04312119883332836,0.018297046222223737,2.5555555555555554,14,0,0.29784517671958416,1.2046087220999653,0.037644022565623915,0.0669227067833314,4,73728.0,0.5811315357980419,True
The role of verification in speculative decoding is,explanatory,32,hybrid_category,2,balanced,1.0,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.6847676249999779,46.73118125291194,0.25,0.25,1,30,3,0.0384984579999923,0.6450807060001011,0.0005784580001204631,5.375000000640284e-06,0.9999921436850221,0.03225806451612903,0.0384984579999923,0.6450807060001011,3.0,1,30,0.942883167937431,0.8773406715001727,0.027416895984380397,0.8773406715001727,4,73728.0,0.9389391999950757,True
The role of verification in speculative decoding is,explanatory,32,fixed,3,balanced,1.0,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.9986043339999924,32.04472373139154,0.3673469387755102,0.39215686274509803,14,0,31,0.6368918759999644,0.36074487500002306,0.00031304299997714224,0.0001696239999375848,0.9998336876331132,1.0588235294117647,0.03538288199999803,0.020041381944445727,1.7222222222222223,15,1,0.36148599575745377,1.1061720170999165,0.03456787553437239,0.06145400094999536,3,55296.0,0.6438537708169131,True
The role of verification in speculative decoding is,explanatory,32,adaptive_only,3,balanced,1.0,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.8839735410000173,36.200178530003505,0.4186046511627907,0.4473684210526316,14,0,25,0.5105507920000321,0.3725327939999943,0.0002435419999642363,0.0001731699999254488,0.9998123901123478,0.9473684210526315,0.02836393288889067,0.020696266333333015,1.3888888888888888,14,0,0.4217382011616406,0.9951313279999282,0.031097853999997756,0.05528507377777379,3,55296.0,0.7273466186246343,True
The role of verification in speculative decoding is,explanatory,32,hybrid_only,3,balanced,1.0,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.6272915829999874,51.01295931146049,0.3333333333333333,0.3333333333333333,1,30,2,0.028297457999997278,0.5979745420000029,0.0004903330000445294,5.791000006638569e-06,0.9999907605384114,0.03225806451612903,0.028297457999997278,0.5979745420000029,2.0,1,30,0.9540690474134799,0.8058668659000261,0.025183339559375816,0.8058668659000261,3,55296.0,1.0249701788203653,True
The role of verification in speculative decoding is,explanatory,32,category_only,3,balanced,1.0,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,1.066836875000007,29.99521365438347,0.28125,0.28125,14,0,46,0.7504691679999667,0.3156281669999714,0.00019683400006442753,0.00015199800003529162,0.9998598163178805,1.125,0.041692731555553704,0.017534898166665078,2.5555555555555554,14,0,0.2960047763329471,1.1610317164999941,0.03628224114062482,0.06450176202777745,4,73728.0,0.6026742991987439,True
The role of verification in speculative decoding is,explanatory,32,hybrid_category,3,balanced,1.0,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.6255345829999897,51.15624438625247,0.25,0.25,1,30,3,0.037901750000003176,0.5866410440000323,0.0004785840000920416,5.4159999933744984e-06,0.9999913347714924,0.03225806451612903,0.037901750000003176,0.5866410440000323,3.0,1,30,0.938593565994654,0.8007324984000747,0.025022890575002333,0.8007324984000747,4,73728.0,1.0278491125406217,True
The role of verification in speculative decoding is,explanatory,32,fixed,4,balanced,1.0,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,1.075934042,29.74160008964564,0.28125,0.28125,14,0,46,0.75733675099994,0.31784291599993253,0.00020279500000697226,0.0001602930000217384,0.9998534057487802,1.125,0.04207426394444111,0.01765793977777403,2.5555555555555554,14,0,0.2955626739614507,1.170789982099879,0.03658718694062122,0.06504388789443773,4,73728.0,0.5975786069607483,True
The role of verification in speculative decoding is,explanatory,32,adaptive_only,4,balanced,1.0,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.9166965839999932,34.907951615100856,0.4,0.4342105263157895,14,0,27,0.5361844579999797,0.37959366799998406,0.000247540999936291,0.00018295800001055795,0.9998074027606096,0.9473684210526315,0.029788025444443318,0.021088537111110226,1.5,14,0,0.41439195611537977,1.029956496599945,0.03218614051874828,0.057219805366663615,4,73728.0,0.701382744543981,True
The role of verification in speculative decoding is,explanatory,32,hybrid_only,4,balanced,1.0,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.6286618340000132,50.90176986948969,0.25,0.25,1,30,3,0.03746729100001289,0.5901753309999549,0.000497872000011057,6.041999995431979e-06,0.9999903812253206,0.03225806451612903,0.03746729100001289,0.5901753309999549,3.0,1,30,0.9395594403438903,0.8049010162999537,0.025153156759373553,0.8049010162999537,4,73728.0,1.0227361217541222,True
The role of verification in speculative decoding is,explanatory,32,category_only,4,balanced,1.0,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,1.060895458999994,30.163198200662844,0.28125,0.28125,14,0,46,0.7466991249999921,0.3134568750000426,0.00019741800002748278,0.0001562909999677231,0.9998551805881833,1.125,0.041483284722221785,0.0174142708333357,2.5555555555555554,14,0,0.2956154709165319,1.1544439498000232,0.036076373431250724,0.06413577498889017,4,73728.0,0.6060495033186969,True
The role of verification in speculative decoding is,explanatory,32,hybrid_category,4,balanced,1.0,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.6225376250000068,51.402515631082785,0.25,0.25,1,30,3,0.037345749999985856,0.5841687940000782,0.000489417999943953,5.5410000072697585e-06,0.9999910917759608,0.03225806451612903,0.037345749999985856,0.5841687940000782,3.0,1,30,0.9391721430868807,0.7969670445000732,0.024905220140627286,0.7969670445000732,4,73728.0,1.032797280325025,True
The role of verification in speculative decoding is,explanatory,32,fixed,6,balanced,1.0,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,1.3419952080000144,23.84509259737957,0.20454545454545456,0.22222222222222224,14,0,70,1.034490290999969,0.3067802949999816,0.00019487399998752153,0.00015133100004049993,0.999888289141947,1.2,0.05747168283333161,0.0170433497222212,3.888888888888889,14,0,0.2286904166731179,1.4335490881999844,0.04479840900624951,0.07964161601111025,6,110592.0,0.4791039209135539,True
The role of verification in speculative decoding is,explanatory,32,adaptive_only,6,balanced,1.0,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.9706229169999858,32.96851891660051,0.34615384615384615,0.40964912280701754,14,0,34,0.5952374619999148,0.37452454300003524,0.00024291700003686856,0.00016853900004321076,0.999833019456218,0.9473684210526315,0.033068747888884156,0.020806919055557514,1.8888888888888888,14,0,0.38610581710021497,1.0824019276000227,0.03382506023750071,0.06013344042222349,6,110592.0,0.6624149860249143,True
The role of verification in speculative decoding is,explanatory,32,hybrid_only,6,balanced,1.0,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.6499809999999968,49.232208326089776,0.16666666666666666,0.16666666666666666,1,30,5,0.05664883399998644,0.5922730009999952,0.0005202519999727429,5.999999984851456e-06,0.999990761386314,0.03225806451612903,0.05664883399998644,0.5922730009999952,5.0,1,30,0.911972003132647,0.8268184360999528,0.025838076128123524,0.8268184360999528,6,110592.0,0.9891907086514996,True
The role of verification in speculative decoding is,explanatory,32,category_only,6,balanced,1.0,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,1.0603360419999888,30.179111840470984,0.28125,0.28125,14,0,46,0.7464219609999816,0.3131605400000126,0.00020754099992359443,0.00015270899996266962,0.9998584825612327,1.125,0.0414678867222212,0.01739780777777848,2.5555555555555554,14,0,0.29549300105618176,1.1537816592999264,0.0360556768531227,0.06409898107221813,4,73728.0,0.6063692457225877,True
The role of verification in speculative decoding is,explanatory,32,hybrid_category,6,balanced,1.0,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.6208437919999881,51.54275586281551,0.25,0.25,1,30,3,0.03729537499998514,0.5825215860000696,0.0005025399999567526,5.832999988797383e-06,0.9999905968696278,0.03225806451612903,0.03729537499998514,0.5825215860000696,3.0,1,30,0.9390670212059943,0.7947808691000461,0.02483690215937644,0.7947808691000461,4,73728.0,1.0356150359960747,True
The role of verification in speculative decoding is,explanatory,32,fixed,2,slow_draft,1.3,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.8536630840000043,37.48551460144883,0.45,0.45,14,0,22,0.609065224300025,0.3842790410000134,0.0002339980000272135,0.00017962599997645157,0.9998281336731175,0.9,0.03383695690555694,0.021348835611111856,1.2222222222222223,14,0,0.3867627294136559,1.1089191654000274,0.03465372391875086,0.061606620300001524,2,36864.0,0.7531720394740695,True
The role of verification in speculative decoding is,explanatory,32,adaptive_only,2,slow_draft,1.3,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.8620023339999818,37.122869321605194,0.42857142857142855,0.45614035087719307,14,0,24,0.643139356600011,0.36643212499993183,0.00022825000007742346,0.00016516599998794845,0.999843269723643,0.9473684210526315,0.03572996425555616,0.02035734027777399,1.3333333333333333,14,0,0.3628760372309892,1.11977410169994,0.03499294067812313,0.062209672316663335,3,55296.0,0.7458856439709138,True
The role of verification in speculative decoding is,explanatory,32,hybrid_only,2,slow_draft,1.3,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.6363992910000036,50.28289699964455,0.375,0.375,4,25,5,0.09917510460001894,0.5590943350000259,0.0004632910000168522,3.27089999814234e-05,0.9999503480328275,0.10344827586206896,0.033058368200006315,0.18636477833334197,1.6666666666666667,4,25,0.8487423032566307,0.826219036400039,0.02581934488750122,0.2754063454666797,2,36864.0,1.0103015121052414,True
The role of verification in speculative decoding is,explanatory,32,category_only,2,slow_draft,1.3,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,1.0556642089999855,30.31266924386222,0.28125,0.28125,14,0,46,0.9659185783000851,0.31191241499996636,0.0001991229999305233,0.00015091399998823363,0.9998839512586802,1.125,0.053662143238893616,0.01732846749999813,2.5555555555555554,14,0,0.24405717128402446,1.3716503724000004,0.04286407413750001,0.0762027984666667,4,73728.0,0.6090527276747109,True
The role of verification in speculative decoding is,explanatory,32,hybrid_category,2,slow_draft,1.3,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.6205151670000078,51.57005292023684,0.25,0.25,1,30,3,0.04845235329999582,0.5822180850000507,0.0004956619999632039,6.082999988166193e-06,0.9999903623763069,0.03225806451612903,0.04845235329999582,0.5822180850000507,3.0,1,30,0.9224482821927654,0.805540819900034,0.025173150621876063,0.805540819900034,4,73728.0,1.036163497998751,True
The role of verification in speculative decoding is,explanatory,32,fixed,3,slow_draft,1.3,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.9013453329999948,35.502485926778725,0.3673469387755102,0.39215686274509803,14,0,31,0.7366781513000631,0.3338946240000382,0.00022958100004188964,0.0001458749999869724,0.9998675234472062,1.0588235294117647,0.04092656396111462,0.018549701333335458,1.7222222222222223,15,1,0.3118172294219797,1.170993457400115,0.036593545543753596,0.06505519207778417,3,55296.0,0.7133283353895293,True
The role of verification in speculative decoding is,explanatory,32,adaptive_only,3,slow_draft,1.3,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.8732120420000058,36.64631093119967,0.4186046511627907,0.4473684210526316,14,0,25,0.6555469387999294,0.3680767059999539,0.00024370699992459777,0.0001661630000455716,0.9998461160514971,0.9473684210526315,0.036419274377773855,0.020448705888886327,1.3888888888888888,14,0,0.3594964771099784,1.1343269186998894,0.035447716209371545,0.06301816214999385,3,55296.0,0.7363104665017927,True
The role of verification in speculative decoding is,explanatory,32,hybrid_only,3,slow_draft,1.3,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,0.6180783340000175,51.77337279063901,0.3333333333333333,0.3333333333333333,1,30,2,0.03592642040002545,0.5894165819999273,0.0005026670001200273,6.208999991486053e-06,0.999990079122224,0.03225806451612903,0.03592642040002545,0.5894165819999273,2.0,1,30,0.9417922194219768,0.8023758736999698,0.025074246053124055,0.8023758736999698,3,55296.0,1.0402486717807988,True
The role of verification in speculative decoding is,explanatory,32,category_only,3,slow_draft,1.3,1.0,0.6429551660000072,49.77018879726933,0.0,0.0,1.0648724579999964,30.05054714261387,0.28125,0.28125,14,0,46,0.97645269279993,0.3130095439999536,0.000200458999984221,0.00015783200004193532,0.9998796992935137,1.125,0.05424737182221833,0.017389419111108535,2.5555555555555554,14,0,0.24270651932427997,1.3836188987999096,0.043238090587497176,0.07686771659999497,4,73728.0,0.6037860789521983,True
